sale_date,class_id,sale_quantity
201410.0,281792.0,118.0
201508.0,281792.0,334.0
201406.0,281792.0,49.0
201408.0,281792.0,49.0
201501.0,281792.0,304.0
201507.0,281792.0,176.0
201506.0,281792.0,206.0
201407.0,281792.0,49.0
201601.0,281792.0,333.0
201602.0,281792.0,167.0
201603.0,281792.0,402.0
201604.0,281792.0,461.0
201605.0,281792.0,392.0
201606.0,281792.0,304.0
201607.0,281792.0,294.0
201608.0,281792.0,392.0
201609.0,510309.0,109.0
201610.0,510309.0,136.0
201611.0,510309.0,104.0
201612.0,510309.0,130.0
201701.0,510309.0,213.0
201703.0,510309.0,176.0
201702.0,510309.0,99.0
201704.0,510309.0,218.0
201705.0,510309.0,140.0
201709.0,510309.0,171.0
201707.0,510309.0,161.0
201706.0,510309.0,198.0
201708.0,510309.0,161.0
201710.0,510309.0,94.0
201512.0,510309.0,41.0
201601.0,510309.0,124.0
201603.0,510309.0,119.0
201602.0,510309.0,84.0
201604.0,510309.0,234.0
201605.0,510309.0,130.0
201606.0,510309.0,145.0
201607.0,510309.0,88.0
201608.0,510309.0,193.0
201609.0,379876.0,147.0
201610.0,379876.0,252.0
201611.0,379876.0,224.0
201612.0,379876.0,329.0
201701.0,379876.0,119.0
201702.0,379876.0,119.0
201704.0,379876.0,175.0
201703.0,379876.0,140.0
201705.0,379876.0,189.0
201708.0,379876.0,140.0
201707.0,379876.0,70.0
201709.0,379876.0,140.0
201710.0,379876.0,133.0
201706.0,379876.0,77.0
201203.0,379876.0,133.0
201302.0,379876.0,245.0
201301.0,379876.0,378.0
201206.0,379876.0,98.0
201310.0,379876.0,294.0
201402.0,379876.0,161.0
201205.0,379876.0,140.0
201208.0,379876.0,161.0
201211.0,379876.0,245.0
201503.0,379876.0,182.0
201207.0,379876.0,119.0
201505.0,379876.0,189.0
201412.0,379876.0,224.0
201501.0,379876.0,371.0
201506.0,379876.0,154.0
201311.0,379876.0,126.0
201305.0,379876.0,238.0
201408.0,379876.0,245.0
201201.0,379876.0,245.0
201404.0,379876.0,238.0
201209.0,379876.0,147.0
201202.0,379876.0,154.0
201306.0,379876.0,126.0
201511.0,379876.0,140.0
201401.0,379876.0,483.0
201507.0,379876.0,161.0
201510.0,379876.0,175.0
201504.0,379876.0,168.0
201407.0,379876.0,182.0
201403.0,379876.0,105.0
201405.0,379876.0,133.0
201303.0,379876.0,224.0
201212.0,379876.0,154.0
201411.0,379876.0,273.0
201204.0,379876.0,63.0
201509.0,379876.0,140.0
201312.0,379876.0,315.0
201309.0,379876.0,203.0
201502.0,379876.0,203.0
201406.0,379876.0,147.0
201308.0,379876.0,231.0
201210.0,379876.0,252.0
201304.0,379876.0,126.0
201508.0,379876.0,105.0
201512.0,379876.0,133.0
201409.0,379876.0,357.0
201410.0,379876.0,322.0
201307.0,379876.0,140.0
201601.0,379876.0,343.0
201602.0,379876.0,140.0
201603.0,379876.0,126.0
201604.0,379876.0,182.0
201605.0,379876.0,189.0
201607.0,379876.0,119.0
201606.0,379876.0,147.0
201608.0,379876.0,105.0
201609.0,750340.0,191.0
201610.0,750340.0,257.0
201612.0,750340.0,399.0
201611.0,750340.0,238.0
201701.0,750340.0,247.0
201702.0,750340.0,124.0
201703.0,750340.0,115.0
201704.0,750340.0,86.0
201707.0,750340.0,105.0
201706.0,750340.0,105.0
201705.0,750340.0,153.0
201708.0,750340.0,10.0
201710.0,750340.0,95.0
201709.0,750340.0,38.0
201509.0,750340.0,105.0
201512.0,750340.0,219.0
201511.0,750340.0,200.0
201510.0,750340.0,181.0
201507.0,750340.0,10.0
201508.0,750340.0,19.0
201601.0,750340.0,219.0
201602.0,750340.0,133.0
201604.0,750340.0,114.0
201603.0,750340.0,105.0
201605.0,750340.0,133.0
201606.0,750340.0,124.0
201607.0,750340.0,114.0
201608.0,750340.0,143.0
201609.0,576298.0,356.0
201610.0,576298.0,317.0
201611.0,576298.0,286.0
201612.0,576298.0,514.0
201701.0,576298.0,261.0
201702.0,576298.0,514.0
201703.0,576298.0,466.0
201704.0,576298.0,380.0
201708.0,576298.0,270.0
201709.0,576298.0,293.0
201706.0,576298.0,231.0
201707.0,576298.0,310.0
201705.0,576298.0,301.0
201710.0,576298.0,174.0
201501.0,576298.0,799.0
201502.0,576298.0,783.0
201302.0,576298.0,1098.0
201211.0,576298.0,616.0
201510.0,576298.0,640.0
201511.0,576298.0,712.0
201507.0,576298.0,484.0
201310.0,576298.0,664.0
201406.0,576298.0,554.0
201410.0,576298.0,562.0
201503.0,576298.0,902.0
201403.0,576298.0,617.0
201212.0,576298.0,703.0
201409.0,576298.0,720.0
201512.0,576298.0,538.0
201509.0,576298.0,719.0
201506.0,576298.0,538.0
201309.0,576298.0,720.0
201307.0,576298.0,435.0
201401.0,576298.0,1076.0
201404.0,576298.0,616.0
201412.0,576298.0,499.0
201405.0,576298.0,696.0
201203.0,576298.0,412.0
201407.0,576298.0,609.0
201303.0,576298.0,688.0
201308.0,576298.0,633.0
201305.0,576298.0,641.0
201508.0,576298.0,554.0
201411.0,576298.0,396.0
201202.0,576298.0,436.0
201306.0,576298.0,411.0
201505.0,576298.0,648.0
201504.0,576298.0,665.0
201206.0,576298.0,491.0
201301.0,576298.0,1020.0
201304.0,576298.0,640.0
201312.0,576298.0,348.0
201209.0,576298.0,657.0
201210.0,576298.0,633.0
201201.0,576298.0,301.0
201311.0,576298.0,530.0
201402.0,576298.0,908.0
201207.0,576298.0,767.0
201205.0,576298.0,625.0
201204.0,576298.0,499.0
201208.0,576298.0,640.0
201408.0,576298.0,562.0
201601.0,576298.0,609.0
201602.0,576298.0,531.0
201603.0,576298.0,562.0
201604.0,576298.0,371.0
201605.0,576298.0,435.0
201606.0,576298.0,308.0
201607.0,576298.0,308.0
201608.0,576298.0,371.0
201609.0,347384.0,4002.0
201610.0,347384.0,3238.0
201611.0,347384.0,3873.0
201612.0,347384.0,7563.0
201702.0,347384.0,2235.0
201701.0,347384.0,3579.0
201704.0,347384.0,1702.0
201703.0,347384.0,1610.0
201705.0,347384.0,2751.0
201710.0,347384.0,2898.0
201707.0,347384.0,2558.0
201708.0,347384.0,1527.0
201706.0,347384.0,2475.0
201709.0,347384.0,2613.0
201408.0,347384.0,2493.0
201511.0,347384.0,3037.0
201303.0,347384.0,1692.0
201505.0,347384.0,2355.0
201410.0,347384.0,3045.0
201304.0,347384.0,1812.0
201403.0,347384.0,2152.0
201301.0,347384.0,2281.0
201405.0,347384.0,2310.0
201305.0,347384.0,2291.0
201501.0,347384.0,5337.0
201512.0,347384.0,7066.0
201312.0,347384.0,2824.0
201310.0,347384.0,1848.0
201411.0,347384.0,2538.0
201407.0,347384.0,2872.0
201412.0,347384.0,3461.0
201307.0,347384.0,2024.0
201309.0,347384.0,2446.0
201406.0,347384.0,1997.0
201210.0,347384.0,175.0
201510.0,347384.0,6255.0
201507.0,347384.0,1839.0
201401.0,347384.0,4856.0
201503.0,347384.0,2438.0
201504.0,347384.0,2025.0
201509.0,347384.0,3791.0
201302.0,347384.0,1812.0
201409.0,347384.0,3322.0
201502.0,347384.0,4270.0
201212.0,347384.0,2070.0
201506.0,347384.0,1794.0
201402.0,347384.0,2088.0
201311.0,347384.0,2126.0
201404.0,347384.0,2088.0
201306.0,347384.0,1583.0
201308.0,347384.0,1921.0
201508.0,347384.0,2235.0
201211.0,347384.0,717.0
201601.0,347384.0,4278.0
201602.0,347384.0,3091.0
201603.0,347384.0,1361.0
201604.0,347384.0,663.0
201605.0,347384.0,2345.0
201606.0,347384.0,3661.0
201608.0,347384.0,2465.0
201607.0,347384.0,2419.0
201609.0,354068.0,901.0
201610.0,354068.0,736.0
201611.0,354068.0,1077.0
201701.0,354068.0,442.0
201612.0,354068.0,1601.0
201702.0,354068.0,552.0
201706.0,354068.0,525.0
201704.0,354068.0,469.0
201703.0,354068.0,634.0
201708.0,354068.0,607.0
201705.0,354068.0,579.0
201707.0,354068.0,846.0
201710.0,354068.0,460.0
201709.0,354068.0,920.0
201306.0,354068.0,496.0
201309.0,354068.0,736.0
201209.0,354068.0,440.0
201509.0,354068.0,596.0
201311.0,354068.0,635.0
201201.0,354068.0,460.0
201508.0,354068.0,534.0
201506.0,354068.0,422.0
201502.0,354068.0,774.0
201501.0,354068.0,1389.0
201403.0,354068.0,478.0
201511.0,354068.0,568.0
201208.0,354068.0,415.0
201210.0,354068.0,350.0
201504.0,354068.0,451.0
201512.0,354068.0,653.0
201510.0,354068.0,652.0
201312.0,354068.0,680.0
201304.0,354068.0,533.0
201203.0,354068.0,322.0
201407.0,354068.0,580.0
201301.0,354068.0,1167.0
201505.0,354068.0,532.0
201404.0,354068.0,552.0
201409.0,354068.0,634.0
201408.0,354068.0,570.0
201507.0,354068.0,396.0
201211.0,354068.0,404.0
201303.0,354068.0,469.0
201202.0,354068.0,202.0
201310.0,354068.0,533.0
201302.0,354068.0,633.0
201204.0,354068.0,184.0
201405.0,354068.0,616.0
201412.0,354068.0,396.0
201503.0,354068.0,533.0
201307.0,354068.0,525.0
201401.0,354068.0,718.0
201207.0,354068.0,414.0
201410.0,354068.0,616.0
201402.0,354068.0,396.0
201305.0,354068.0,884.0
201206.0,354068.0,230.0
201308.0,354068.0,542.0
201411.0,354068.0,358.0
201406.0,354068.0,321.0
201212.0,354068.0,469.0
201205.0,354068.0,303.0
201601.0,354068.0,809.0
201602.0,354068.0,350.0
201604.0,354068.0,533.0
201603.0,354068.0,330.0
201605.0,354068.0,496.0
201606.0,354068.0,386.0
201607.0,354068.0,468.0
201608.0,354068.0,552.0
201609.0,416749.0,173.0
201610.0,416749.0,302.0
201612.0,416749.0,295.0
201611.0,416749.0,288.0
201702.0,416749.0,143.0
201701.0,416749.0,252.0
201703.0,416749.0,230.0
201706.0,416749.0,375.0
201705.0,416749.0,288.0
201707.0,416749.0,454.0
201704.0,416749.0,180.0
201708.0,416749.0,366.0
201709.0,416749.0,310.0
201710.0,416749.0,201.0
201508.0,416749.0,122.0
201510.0,416749.0,193.0
201505.0,416749.0,150.0
201509.0,416749.0,209.0
201503.0,416749.0,187.0
201511.0,416749.0,172.0
201502.0,416749.0,57.0
201506.0,416749.0,129.0
201504.0,416749.0,144.0
201512.0,416749.0,94.0
201507.0,416749.0,108.0
201601.0,416749.0,173.0
201602.0,416749.0,136.0
201603.0,416749.0,259.0
201604.0,416749.0,367.0
201605.0,416749.0,244.0
201606.0,416749.0,210.0
201607.0,416749.0,223.0
201608.0,416749.0,230.0
201609.0,125403.0,247.0
201610.0,125403.0,99.0
201611.0,125403.0,131.0
201612.0,125403.0,182.0
201701.0,125403.0,172.0
201702.0,125403.0,131.0
201703.0,125403.0,360.0
201704.0,125403.0,327.0
201705.0,125403.0,279.0
201707.0,125403.0,418.0
201706.0,125403.0,343.0
201708.0,125403.0,311.0
201710.0,125403.0,156.0
201709.0,125403.0,328.0
201302.0,125403.0,90.0
201204.0,125403.0,74.0
201311.0,125403.0,222.0
201401.0,125403.0,164.0
201310.0,125403.0,114.0
201502.0,125403.0,115.0
201407.0,125403.0,222.0
201205.0,125403.0,130.0
201406.0,125403.0,106.0
201203.0,125403.0,91.0
201301.0,125403.0,238.0
201512.0,125403.0,213.0
201305.0,125403.0,230.0
201402.0,125403.0,89.0
201408.0,125403.0,147.0
201404.0,125403.0,230.0
201306.0,125403.0,131.0
201212.0,125403.0,123.0
201309.0,125403.0,172.0
201307.0,125403.0,246.0
201303.0,125403.0,156.0
201207.0,125403.0,188.0
201209.0,125403.0,124.0
201411.0,125403.0,188.0
